record_number,platform,source_dataset,source_product_id,product_url,title,brand,seller,observed_price,currency,source_category,product_type,weight_grams,dimensions,image_url,source_timestamp,estimate_status,manufacturing_category,product_archetype,match_basis,confidence,quantity_assumption,factory_cost_low_usd,factory_cost_base_usd,factory_cost_high_usd,packaging_base_usd,freight_base_usd,duty_assumption_percent,landed_cost_low_usd,landed_cost_base_usd,landed_cost_high_usd,marketplace_fee_rate_percent,fulfillment_assumption_usd,returns_allowance_rate_percent,total_selling_cost_base_usd,gross_profit_base_usd,gross_margin_base_percent,estimate_notes,description_excerpt,source_dataset_url,estimate_version
198,Amazon,Bright Data Amazon products sample,B0793NMRJB,https://www.amazon.com/dp/B0793NMRJB?th=1&psc=1&currency=USD&language=en_GB,Set of 6 pcs 9 inch / 7 inch / 6.5 inch trolling Lure Marlin Tuna Dolphin Shark Big Game deep sea Fishing Lures Included Mesh Bag,kmucutie,Kmu███ie ███hin█████████,36.99,USD,"Sports & Outdoors > Hunting & Fishing > Fishing > Lures, Baits & Attractants > Topwater Lures",Fishing Topwater Lures,453.592,16 x 11 x 1.5 inches,https://m.media-amazon.com/images/I/71eWQcobp1L.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-06-10 00:00:00.000,Estimated,Apparel,Skirt,Keyword/category match: skirt,Low,1000,4.65,9.31,18.62,0.6,0.4,10,5.67,11.34,22.79,15.0,4.75,5.0,23.49,13.5,36.5,"Fabric, length, pleating, lining, and finishing affect cost. Modifiers: 6-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.","Easy to carry when fishing.6 pieces in a nylon bag,looks so exquisite. Made of top quality Acrylic head and PVC skirts, lead weight in head,sink quickly.Fully rigged, ready to attach to your coastlock swivel. Lure size : 6.5inch;Hook: 7/0 stainless steel hooks, strong and anticorrosive.Package : 6 pcs/bag , Includes six octopus skirt baits in assorted colors,Professionally rigged and presented in a mesh bag, convenient for you to carry and store.Material : Acrylic head(lead weight inside)+ PVC s",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
199,Amazon,Bright Data Amazon products sample,B00XIG5IV4,https://www.amazon.com/dp/B00XIG5IV4?language=en_US&currency=USD,"GearIT Cat 6 Ethernet Cable 6 ft (24-Pack) - Cat6 Patch Cable, Cat 6 Patch Cable, Cat6 Cable, Cat 6 Cable, Cat6 Ethernet Cable, Network Cable, Internet Cable - Orange 6 Feet",GearIT,,58.99,USD,Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Accessories > Cables & Interconnects > Ethernet Cables > Cat 6 Cables,,1306.34496,‏  ‎ 2 x 6.5 x 7.5 inches; 2.88 Pounds,https://images-na.ssl-images-amazon.com/images/I/51IEN-rt2RL._SY445_SX342_QL70_ML2_.jpg,2022-09-22 00:00:00.000,Estimated,Generic,Assembled consumer product,Broad accessories category: Electronics > Computers & Accessories > Computer Accessories & Peripherals > Cables & Accessories > Cables & Interconnects > Ethernet Cables > Cat 6 Cables,Low,1000,4.97,19.88,53.09,1,2.6,5,6.22,24.65,67.93,15.0,7.5,5.0,43.95,15.04,25.5,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Modifiers: 24-count/set adjustment. Tariff and freight assumptions are illustrative and require current validation.,"future-proof your network for 10-Gigabit Ethernet with GearIT Cat 6 network patch cables. With GearIT Cat6 cables, your network will be ready for the future and will still be working when you get there. industry standard ANSI/TIA-568-C.2, Cat 6, etc. Verified cables with High compliance RJ45 (8P8C) snag-less connectors and molded strain relief boots. Bandwidth rating of up to 550 MHz ensures compatibility with Ethernet 10BASE-T, 100base-tx(fast Ethernet), 1000base-t (Gigabit Ethernet), 10GBase-T",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
200,Amazon,Bright Data Amazon products sample,B007PBHBCW,https://www.amazon.com/Suspenders-adjustable-Party-Accessory-count/dp/B004X0Q47G,Beer Mug Suspenders (adjustable) Party Accessory  (1 count) (1/Pkg),The Beistle Company,Zoo███art███,8.69,USD,"Clothing, Shoes & Jewelry > Men > Accessories > Suspenders",,121.90284999999999,14.5 x 5.5 x 0.5 inches,https://m.media-amazon.com/images/I/61ERwvYKk1L._AC_SX569_.jpg,2023-08-09 00:00:00.000,Estimated,Apparel,Pants or trousers,Keyword/category match: pants,Medium,1000,4.54,6.26,7.82,0.7,0.59,10,5.67,8.3,11.53,15.0,3.5,5.0,13.53,-4.84,-55.7,"Fabric, construction, wash, and hardware affect cost. Tariff and freight assumptions are illustrative and require current validation.",Beistle 60814 Beer Mug Suspenders. These black suspenders are decorated with frothy beer mugs. They are adjustable and one size fits most. There are metal clips in the front and back to attach to pants. These beer mug suspenders will be the perfect addition to your Oktoberfest apparel!,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
201,Amazon,Bright Data Amazon products sample,B09KTDVVLX,https://www.amazon.com/OVRUNS-Printed-Workout-Running-Athletic/dp/B08HJXG6KJ,"OVRUNS Biker Shorts for Women,Squat Proof Yoga Shorts with Pockets for Workout Sports Running Exercise",OVRUNS,OVR███ Sp███swe█████████tio███,9.99,USD,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shorts",,,,https://m.media-amazon.com/images/I/71LaMvA6qXL._AC_UX385_.jpg,2023-08-10 00:00:00.000,Estimated,Apparel,Underwear or lingerie,Keyword/category match:  bra ,Low,1000,1.92,4.32,8.99,0.4,0.22,10,2.42,5.44,11.43,15.0,4.25,5.0,11.68,-1.69,-17.0,"Lace, underwire, molded cups, and trims affect cost. Tariff and freight assumptions are illustrative and require current validation.",High Waist Tummy Control yoga shorts for women from OVRUNS provide comfort and mobility during any type of workout and can also be worn causally，We combine the comfort and features that Women always can get what they’re looking for. Women's High Waist Biker Workout Shorts Lightweight CompressionHugged FeelingClassic Trend DesignSquat Proof Ovruns Biker Shorts for women designed for Yoga/Workout/Sports/Running/Cycling Sportswear Perform Collection Ovruns Biker Shorts for women bring you the light,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
202,Amazon,Bright Data Amazon products sample,B0BBLY9PTQ,https://www.amazon.com/DriftAway-Farmhouse-Blackout-Vertical-Adjustable/dp/B0BBLY9PTQ,DriftAway Farmhouse Linen Blend Blackout Tie Up Curtain for Kitchen Vertical Striped Printed Linen Curtains Tie Up Shade for Bedroom Adjustable Balloon Rod Pocket 45 Inch by 63 Inch Green,DriftAway,Dri███way███ddi███,27.99,USD,Home & Kitchen > Home Décor Products > Window Treatments > Blinds & Shades > Balloon Shades,,907.184,"63""L x 45""W",https://m.media-amazon.com/images/I/81hgL21Ii8L.__AC_SX300_SY300_QL70_FMwebp_.jpg,2023-10-13 00:00:00.000,Estimated,Generic,Assembled consumer product,Broad home category: Home & Kitchen > Home Décor Products > Window Treatments > Blinds & Shades > Balloon Shades,Low,1000,2.99,11.98,25.19,1,2.0,5,3.98,15.73,36.43,15.0,4.75,5.0,26.08,1.91,6.8,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Modifiers: premium/heavy-duty specification. Tariff and freight assumptions are illustrative and require current validation.,"About this item READY MADE: 1-piece printed lined tie up window curtain, measures 45” wide and 63” long, constructed with 3” Rod Pocket on top. Easy to install. PREMIUM FABRIC: This expensive-looking tie up curtain is crafted from open weave linen blend fabric and premier workmanship, sturdy and durable, soft but still rustic, no loose threads. Primitive and natural effect make the tie up curtain more draped and aesthetic. The premium tie up curtain made of linen blended fabric adds more romance",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
203,Amazon,Bright Data Amazon products sample,B0948S3DS9,https://www.amazon.com/andy-natalie-Jackets-Collared-Pockets/dp/B07TMMY6QQ,andy & natalie Women's Denim Jackets Oversize Long Sleeve Basic Button Down Jean Jacket with Pockets,andy & natalie,US ███ Ch███es,39.99,USD,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Denim Jackets",,,8.66 x 4.33 x 0.71 inches; 2.82 Ounces,https://m.media-amazon.com/images/I/61YqGXac2SL._AC_UX425_.jpg,2023-08-09 00:00:00.000,Estimated,Footwear,Sandals or slides,Keyword/category match: sandals,Medium,1000,3.0,7.0,15.0,0.7,1.0,12,4.31,9.74,20.83,15.0,4.25,5.0,21.99,18.0,45.0,"Materials, footbed, straps, and tooling affect cost. Tariff and freight assumptions are illustrative and require current validation.","About Our Cropped Jackets andy & natalie Croppd Denim Jackets for Women with Breast Pocket Material: 100% CottonPocket: Two breast pockets only.Wash instruament:Machin wash.Length: Cropped (Falls about belly).Neck Style: Collared 100% COTTON MATERAL: Our Women Jean Jacket is Made of 100% Cotton, This Denim Jean Jackets is made of soft and comfortable fabric, Durable Denim offers comfort, mobility, and versatility. This denim jacket offers a unique range of motion for guaranteed comfort.CROPPED J",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
204,Amazon,Bright Data Amazon products sample,B003IHVN2G,https://www.amazon.com/Formula-2010-PS3-Codemasters-Playstation-3/dp/B003IHVN2G,Formula 1 2010 (PS3) by Codemasters,Codemasters,Gam███yna███,44.99,USD,Video Games > Legacy Systems > PlayStation Systems > PlayStation 3 > Games,,109.99606,0.53 x 6.69 x 5.31 inches; 3.88 Ounces,https://m.media-amazon.com/images/I/51UXBMh1ABL._SX300_SY300_QL70_FMwebp_.jpg,2023-08-19 00:00:00.000,Estimated,Generic,Assembled consumer product,Generic fallback,Low,1000,2.72,10.89,36.3,1,1.8,5,3.65,14.37,47.36,15.0,3.5,5.0,26.87,18.12,40.3,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,"F1 2010 is the first multi-format, high definition Formula One videogame from Codemasters. Complete with all the official drivers, teams and circuits from the 2010 FIA Formula One World Championship, F1 2010 will immerse players in the glamour and exhilaration of the world’s most exciting motorsport, on and off the circuit. F1 2010 will deliver an unrivalled Formula One experience that put players into the heart of the world’s most exciting sport, powered by cutting edge graphics, advanced physi",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
205,Amazon,Bright Data Amazon products sample,B07RGW5GRY,https://www.amazon.com/New-Balance-Womens-997H-Sneaker/dp/B096GDBTRS,New Balance Women's 997H V1 Sneaker,New Balance,Ama███.co███,69.79,USD,"Clothing, Shoes & Jewelry > Women > Shoes > Fashion Sneakers",,,11 x 4 x 7 inches; 3 Pounds,https://m.media-amazon.com/images/I/51X0SBplvNL.__AC_SX395_SY395_QL70_FMwebp_.jpg,2023-08-01 00:00:00.000,Estimated,Footwear,Casual shoe or sneaker,Keyword/category match: sneaker,Low,1000,10.57,19.02,36.98,1.3,2.5,12,13.96,25.56,49.82,15.0,4.25,5.0,43.76,26.03,37.3,"Leather grade, sole tooling, and construction affect cost. Modifiers: premium/heavy-duty specification. Tariff and freight assumptions are illustrative and require current validation.","Lace up these heritage-inspired yet modern New Balance 997H lifestyle shoes to head out in retro style. Combining the effortless cool of popular designs from decades past with cutting-edge construction techniques and premium craftsmanship, these casual shoes will quickly become one of your go-to pairs. These lightweight sneakers are designed to help you stay comfortable on your feet all day long. Great for walking the streets on sunny days and hanging out downtown, they feature mesh panels on th",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
206,Amazon,Bright Data Amazon products sample,B0784SSRZS,https://www.amazon.com/dp/B0784SSRZS?th=1&psc=1&currency=USD&language=en_GB,"Neewer 18-inch SMD LED Ring Light Dimmable Lighting Kit with 78.7-inch Light Stand, Filter and Hot Shoe Adapter for Photo Studio LED Lighting Portrait YouTube TikTok Video Shooting (No Carrying Bag)",Neewer,QiH███han███,97.19,USD,Cell Phones & Accessories > Accessories > Photo & Video Accessories > Flashes & Selfie Lights > Selfie Lights,,4118.61536,28.45 x 22.7 x 3.23 inches,https://m.media-amazon.com/images/I/61Ud49VUqFL.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-05-14 00:00:00.000,Estimated,Electronics,USB charger or power adapter,Keyword/category match: power adapter,Low,1000,2.2,4.2,7.5,0.45,0.56,3,2.72,5.37,9.97,15.0,12.0,5.0,36.8,60.39,62.1,"Safety certification, chipset, GaN, plugs, cable, and warranty affect cost. Tariff and freight assumptions are illustrative and require current validation.","SMD LED Ring Light LED Bulbs: 240 piecesTotal Power: 55WColor Temperature: 5500KDimming range: 1%-100%Total illumination: 4800LM Hot Shoe Adapter and Phone Holder Includes a standard 1/4"" thread ball head. Fits onto a standard accessory shoe and locks into position.Phone Holder: 360 degree rotation design is perfect for rotating your phone into vertical or horizontal without taking the phone out of the adapter. Aluminum Alloy Light Stand For simple storage and transport, the stand collapses easi",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
207,Amazon,Bright Data Amazon products sample,B0BB7GVRM3,https://www.amazon.com/dp/B0BB7GVRM3?th=1&psc=1&currency=USD&language=en_GB,"GIHETKUT Electric Cooktop,110V 2100W Electric Stove Top with Knob Control, 10 Power Levels, Kids Lock & Timer, Hot Surface Indicator, Overheat Protection,Built-in Radiant Double induction cooktop",GIHETKUT,WIN███N-Z███gsh███,159.99,USD,Home & Kitchen > Kitchen & Dining > Small Appliances > Countertop Burners,,4989.512,"20.08""D x 3.15""W x 11.34""H",https://m.media-amazon.com/images/I/71JXR4dPq8L.__AC_SX300_SY300_QL70_FMwebp_.jpg,2024-05-14 00:00:00.000,Estimated,Home,Kitchen utensil or small houseware,Keyword/category match: cookware,Low,1000,1.0,3.0,8.0,0.5,0.72,7,1.54,4.52,11.9,15.0,12.0,5.0,48.51,111.48,69.7,"Material, size, tooling, coatings, and set count affect cost. Tariff and freight assumptions are illustrative and require current validation.","GIHETKUT electric cooktop is equipped with 2 independent heating zones that allow you to set each one separately using the LCD display screen. Wide Range of Application The electric cooktop is used with iron, stainless steel, casserole, aluminum, copper, glass, bbq tray, ceramics and other induction cookers. The simple design makes it very suitable for home and outdoor cooking. Low and high-pressure alarm system. The electric ceramic cooktop works with any kind of cookwares, which makes it a per",https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
208,Amazon,Bright Data Amazon products sample,B00TXVMJ2Y,https://www.amazon.com/dp/B00TXVMJ2Y?language=en_US&currency=USD,"Golden Rabbit Enamelware - Black Swirl Pattern - 12.5"" Cake Plate",Golden Rabbit,,25.25,USD,Home & Kitchen > Kitchen & Dining > Dining & Entertaining > Dinnerware & Serveware > Serveware > Cake Stands,,680.3879999999999,12.5 x 12.5 x 2.5 inches,https://images-na.ssl-images-amazon.com/images/I/61tBWiLc5sL.__AC_SX300_SY300_QL70_ML2_.jpg,2022-09-21 00:00:00.000,Estimated,Home,Lighting fixture or lamp,Keyword/category match: lamp,Low,1000,5.54,13.29,22.73,1.2,2.5,7,7.53,18.18,33.41,15.0,4.75,5.0,27.98,-2.73,-10.8,"Size, driver, safety certification, finish, and packaging affect cost. Modifiers: handmade labor. Tariff and freight assumptions are illustrative and require current validation.",Lots of Designs - So Many Colors - Serveware - Kitchenware - Cookware - Dinnerware - Bakeware - Kid Sets - Glampware Swirl & Solid Patterns Taupe Swirl Sea Glass Swirl Red Swirl Cobalt Blue Swirl Grey Swirl Black Swirl Red on Red Texture White on White Texture Black on Black Texture Coastal Designs Old Bay Blue Crab Lobster Crab House Fish Camp Fishing Fly Oyster Just for Kids Pink Bunnies Baseball Boys Nursery Rhyme Elephant Butterfly Blue Bunnies Alphabet Raining Cats & Dogs Dinosaurs Garden &,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
209,Amazon,Bright Data Amazon products sample,B078JXHTWR,https://www.amazon.com/Ambesonne-Abstract-Triangles-Monochrome-Bathroom/dp/B078JXHTWR,"Ambesonne Llama Shower Curtain, Abstract Triangles Doodle Style Alpacas in Monochrome Cartoon Pattern, Cloth Fabric Bathroom Decor Set with Hooks, 69"" W x 70"" L, White Charcoal Grey",Ambesonne,Pin███m,24.95,USD,"Home & Kitchen > Bath > Bathroom Accessories > Shower Curtains, Hooks & Liners > Shower Curtain Sets",,311.8445,"70""L x 69""W",https://m.media-amazon.com/images/I/81pY9outyqL.__AC_SX300_SY300_QL70_ML2_.jpg,2023-08-24 00:00:00.000,Estimated,Generic,Assembled consumer product,"Broad home category: Home & Kitchen > Bath > Bathroom Accessories > Shower Curtains, Hooks & Liners > Shower Curtain Sets",Low,1000,2.72,10.89,22.45,1,2.0,5,3.7,14.58,33.55,15.0,4.75,5.0,24.32,0.63,2.5,Insufficient specifications; use as a broad placeholder until a BOM or supplier match is available. Tariff and freight assumptions are illustrative and require current validation.,About this item Your purchase will help victims of recent major earthquakes in Turkey since we donate a percentage of our profits to local NGOs helping with quake relief efforts. Measurements - 69” wide x 70” long. No liner needed. 12 hooks included. Made in Turkey. Made from - High quality %100 polyester Turkish fabric material. Water resistant. Non-vinyl. Non-PEVA. Easy to use - Machine washable and dries fast. Features vibrant colors and clear image. No fading. Adds great perspective - Bold g,https://github.com/luminati-io/eCommerce-dataset-samples,2026-08-05-v2
